Top 20 nodes with highest PageRank values for beta=0.7:
NodeID,PageRank
7237,0.00584333355886268
7339,0.00456093718205165
7498,0.004206838641745375
7162,0.002536925678644693
4811,0.0023689436193898425
7224,0.0022845457264806996
6519,0.0022348697481240983
7199,0.0022319017748222915
4785,0.0021425827640513787
7100,0.002099444043445255
6101,0.0020225526156140237
7595,0.001973876878207484
7435,0.0018986698167370298
7536,0.0015358401866491479
7488,0.001450322580256052
6446,0.0014058579109108525
7489,0.0014012547372472314
7226,0.0013804913875982716
7579,0.0013776019289306197
7587,0.0013736235075743049
