NodeID,PageRank
7237,0.007385263137179224
7498,0.006810098607650431
7339,0.006406924018043254
7162,0.0031620367868120695
7224,0.002917062627612984
7435,0.0027632728008157846
6519,0.0027062061687505874
7100,0.0025896020131115144
7199,0.002569938898947023
7595,0.002563931924916667
4811,0.0024410816119636524
6101,0.0023056856477816096
7536,0.0022487798343326306
4785,0.002216877922301467
7489,0.0019753663614341488
7587,0.0018521968597531645
7488,0.0018327286451309877
6617,0.0017622294437587298
7226,0.0017295324786834477
7416,0.0017161698520741198
7564,0.0016919579527561498
6446,0.0016914123813752174
7552,0.0016771979318944644
7352,0.0016653756398739936
7579,0.0016265053312059894
6891,0.0016253774303539186
7141,0.001611632726677091
7621,0.0015846734624799994
7490,0.0015743242407966443
6562,0.0015291314521535511
7334,0.0015108799330837655
7604,0.0015031741918236185
6887,0.0014802990837237422
5274,0.0014771934941059828
7565,0.0014765138505059819
7533,0.0014482136836603474
7284,0.0014191231338279964
7600,0.0013748348370950989
7289,0.0013630567106982005
7548,0.0013281306604444073
7398,0.001240502859670321
7086,0.0012218497541708476
6241,0.0012199819580698099
5127,0.0011961886791486689
7581,0.0011864384840212796
6888,0.0011718743155702397
7349,0.0011635261506526616
7248,0.0011600590826180957
7308,0.001154673316249305
5578,0.0011530003905304046
6544,0.001147741230619762
7350,0.0011347737416100108
7256,0.0011296962854886379
5454,0.0011201495108619465
7374,0.0011197129091938816
7602,0.0011074394272466309
7123,0.0011057852824380616
7225,0.0010935829986729857
6339,0.0010774590320022305
5854,0.001047868733648534
7575,0.0010346146561252525
7028,0.0010229351609018626
6712,0.00098399386475852
6323,0.0009836432376984833
7001,0.0009801791872049697
6633,0.000961411589595613
6529,0.0009547416838120062
7009,0.0009474882553028877
6789,0.0009472456336182614
5646,0.0009460232016957391
6919,0.0009442778077328228
6797,0.0009358819474390674
7607,0.0009345737686569085
7228,0.0009228397772714837
6911,0.000921038899513018
3530,0.000920663459251481
7580,0.0009129837322134172
5370,0.0009119020526410878
7601,0.000901691874727701
7460,0.0008825620678684027
6991,0.0008753584624860011
6621,0.0008736636906759167
7075,0.000873078728659757
6724,0.0008632090079932408
7071,0.0008601817544277844
7158,0.0008584790633213793
2854,0.0008518244507173607
6870,0.00085129439768587
7547,0.0008453569406509776
7554,0.00082394492215023
7623,0.0008227591294708681
6564,0.0008057687995764341
7220,0.0008011012025206043
6478,0.0007930224228312806
7079,0.0007911258130867434
5857,0.0007839777091511619
5610,0.0007802740395387827
6378,0.0007781633952882643
7563,0.0007758899111858887
6419,0.0007699116639329916
7172,0.0007691018603484352
7519,0.0007627511711170162
7353,0.0007593251829126523
6955,0.0007592077404139432
7386,0.0007586908949529847
7080,0.0007566560497371641
6547,0.0007484676240896142
7522,0.0007475281773859358
3450,0.0007440102695626888
7534,0.0007436846718598351
6256,0.0007423507743510239
7296,0.0007386198993330415
7235,0.0007369759806086468
6408,0.0007335009800490111
5816,0.0007255793512774172
7302,0.0007194684394354026
7233,0.0007158049912989426
4338,0.0007126839104944836
6267,0.0007063539320337704
6194,0.0007058889370228167
7282,0.0007046156438846158
7029,0.0007045491860735689
6860,0.0007042975971676064
7615,0.0007039381495418418
6403,0.0007034412516148957
6803,0.0007031032610027217
6476,0.0007024725084541296
6349,0.0007002394060647125
6126,0.0006974586098224319
7578,0.000695077275719629
6666,0.0006950045856731321
7427,0.0006911499194644054
7359,0.0006841893166498674
7383,0.0006840214989184833
6792,0.0006825340514003835
6987,0.0006774722862924198
7393,0.0006774097315212842
7089,0.0006746457719587327
7315,0.0006716075399534651
7606,0.0006703595802185862
6672,0.0006645150804827132
7216,0.0006645016633021058
5988,0.0006628587527122165
6884,0.0006607720599550996
3597,0.0006597922345367933
6953,0.0006591490455936368
7403,0.0006582647871499805
6695,0.0006580353613743187
5461,0.0006577343896204065
5516,0.0006534814572824753
6567,0.0006526529577508457
7592,0.0006526207952378072
7535,0.0006519238228057309
5725,0.0006514095451899912
5851,0.000649811747548543
7589,0.000649105480430983
6296,0.0006486120220730965
4900,0.0006474562158623439
6391,0.0006461403187299752
5944,0.0006449992065532497
6876,0.0006445412950878392
6859,0.0006403917642971503
6160,0.00063995799808963
6105,0.0006382461413154153
6832,0.0006367874275228823
7558,0.0006365759172796846
6146,0.0006351914512748184
7088,0.0006345485838384267
6369,0.0006282517610128344
7083,0.0006270524208307936
6757,0.0006235532734072799
7279,0.0006234517831155087
4356,0.0006230403744649271
6016,0.0006226410105472992
6767,0.0006189218102635259
7414,0.0006186217295712055
6108,0.0006167729052687054
7305,0.000616615812786197
6586,0.0006116300651459925
6200,0.0006088654847836365
6477,0.0006060048747806529
7483,0.0006008393950612411
6958,0.0006008228585688882
6252,0.0006002695934099082
6125,0.0005985553909969803
7252,0.0005968930306135775
7110,0.000596441578020756
6912,0.0005963147453198928
7530,0.0005960372600981013
7188,0.0005959294590176001
6811,0.0005903175818074192
7413,0.0005901274256042993
6673,0.0005896994383441817
7452,0.0005893451098313528
7381,0.0005855568754707963
5159,0.0005824927883841566
7260,0.000579686509892634
5687,0.0005779444856383239
4880,0.0005771010040913653
7482,0.0005770333896366654
6618,0.0005767190902447488
6754,0.0005755996587431204
6427,0.0005739772927315923
7098,0.0005726140242437774
6022,0.0005719784775191023
6654,0.0005715675332595806
7445,0.0005708193843249275
5534,0.000569421336669527
7344,0.0005685960517419115
6514,0.0005682404389281625
5095,0.0005675340631356774
6950,0.0005646107675674778
3584,0.00056223082256982
5817,0.0005583072594365193
6431,0.000558283647957501
5526,0.0005574572324790694
7585,0.0005558355684546441
7015,0.0005522334673624831
6217,0.0005522332691790658
5706,0.0005506641547760097
6812,0.0005421356016482809
6436,0.0005419129934232407
6990,0.0005406238617373912
7361,0.0005399752582102372
7104,0.0005387923045436203
7214,0.0005387259589347448
7358,0.0005379361597078674
7470,0.000536423486703805
6800,0.0005348089541844545
6361,0.0005335610454505515
2510,0.0005328371074426613
6415,0.0005302959686510604
7348,0.0005262845774328465
3544,0.0005260867517896079
7213,0.0005259380952558493
6784,0.0005250599172275739
7178,0.0005213739371553989
7102,0.0005183583442845023
6572,0.000516686700894444
6424,0.0005165647646603712
6509,0.0005130104929536982
6960,0.0005122999525035912
7432,0.0005101844471630949
6639,0.0005101120973708798
7173,0.0005094163788105042
6940,0.0005061309546844992
5463,0.000505234934418783
6432,0.000504676819237444
6970,0.000502451263604819
7061,0.0005014952869646451
6905,0.0005003348690356402
7422,0.0004991511011575065
7456,0.0004987466936096104
6817,0.0004982670356040304
6207,0.0004949115811549892
5894,0.0004930977285963652
5543,0.0004922154763508774
7524,0.0004892799789013838
7618,0.0004878449912804108
7019,0.0004868155223688819
4359,0.0004843856812460879
5597,0.00048415331313697845
7391,0.0004818670815304347
7571,0.00048009191520717674
6463,0.00047801264209442374
5703,0.00047780747306555376
4000,0.00047503828430145684
5334,0.00047475446702810865
6142,0.0004698736657926055
5335,0.00046772349746908824
7405,0.0004671453959468636
7052,0.00046518490798815786
6644,0.00046508004449901795
5455,0.0004648383810487481
7412,0.00046447278558139015
7032,0.0004631639392901017
7557,0.00046093430272276046
7365,0.0004602195839934633
5658,0.0004597838755954057
6359,0.0004597625873018097
7372,0.0004580897988355723
7346,0.0004578413511616221
6330,0.0004568888843263448
7598,0.00045676591130850504
7266,0.0004559536410305901
7030,0.0004553727230617627
6967,0.0004517064909914959
6458,0.0004500809014527068
4335,0.0004498616138987237
7078,0.00044792882600037736
6341,0.00044668944861102355
7609,0.0004448773835696936
6775,0.00044163741569881634
6505,0.00044088326427998395
4636,0.00044059322656183014
7610,0.00043985078706060873
6648,0.0004394462432310137
6734,0.00043839649528435636
6776,0.0004372242653943553
3873,0.0004360704987572476
3039,0.00043573152218532424
5823,0.0004344681467639967
6365,0.00043391946595816133
4452,0.00043370285567923125
7234,0.000433672286058888
5895,0.00043273882469878637
4257,0.00043266396185352664
3855,0.00043108843010465766
6175,0.0004309261255069874
4941,0.00042762215013233875
4886,0.0004275501611564097
7448,0.00042425308476864174
5670,0.0004234514205780044
7468,0.0004227744953879122
7165,0.0004217594791624341
7148,0.00042133938530165686
7295,0.0004203794619606745
5447,0.00041996847074476343
5111,0.000419943813607301
6728,0.0004195335343202158
5343,0.00041829461551912844
7320,0.00041657489152004525
7425,0.0004143780211662339
7031,0.00041319125571796463
5538,0.00041292174224782615
7170,0.0004127177597624749
6935,0.00041253531470502496
6985,0.0004113733015646485
6566,0.0004097115058711063
6556,0.0004091557442713579
5277,0.00040755737422321103
6755,0.00040647367880398955
7593,0.0004057705550941682
5734,0.00040522375545163085
6441,0.00040472480069569624
5791,0.00040354731207078835
6946,0.0004021432227514654
6799,0.00040145485550602104
7301,0.00040099022538135935
6785,0.0004009228245854934
6120,0.00040057132490622894
6653,0.0004002217700936094
7366,0.00039837797075059004
6941,0.0003972271731198595
7526,0.0003955486566242682
7024,0.00039550977984821947
7351,0.0003946666391747522
6350,0.0003943324060698395
7330,0.0003931913049989575
4929,0.0003930686693025012
6818,0.00039240556855731014
6377,0.00039234573085421374
7411,0.00039234175898629324
7584,0.00039208595413899245
6836,0.0003920672525416603
6460,0.00039203362412505076
6656,0.00039075565657546024
4125,0.0003897698189899954
3853,0.0003895592726653423
5962,0.0003872352795286692
5377,0.0003870534508952511
7223,0.00038546019057647497
5060,0.0003854136848161394
5245,0.0003849200699513063
7556,0.00038488545031955027
7232,0.0003841776065525615
7569,0.00038328872313766506
7573,0.0003825897992527124
6986,0.000382126571627871
6234,0.00038038268040327795
7074,0.00037951407939510286
6495,0.0003789872808975858
3073,0.00037857121759804686
6577,0.0003778944233235068
7016,0.0003773092566476202
5555,0.00037698761209734033
5893,0.000376155057292188
6095,0.00037614119904928213
6808,0.0003754270032186657
